login.kt.com,302,200
login.olleh.com,302,200
tb.login.kt.com,302,200
tb.login.olleh.com,302,200
biz.olleh.com,301,200
tb.cfm.kt.com,301,200
dev.kt.com,301,200
www.kt.co.kr,301,200
mtb.rdi.kt.com,301,200
event.olleh.com,301,200
rdi.kt.com,301,200
m.shop.olleh.com,302,200
m.olleh.com,301,200
m.biz.olleh.com,301,200
kt.com,302,200
www.koreatelecom.com,301,200
olleh.com,302,200
cs.show.co.kr,301,200
m.koreatelecom.com,301,200
global.kt.co.kr,301,200
m.cfm.kt.com,301,200
global.kt.com,301,200
m.rdi.kt.com,301,200
event.kt.com,301,200
cfm.kt.com,301,200
pre.olleh.com,302,200
shop2.olleh.com,302,200
shop.olleh.com,302,200
inside.kt.com,301,200
preorder.olleh.com,302,200
m.pre.olleh.com,302,200
test.gifti.kt.com,302,99999
m.shop2.olleh.com,302,200
m.pre.kt.com,302,200
gagateway.kt.com,301,200
pre.kt.com,302,200
m.direct.kt.com,302,200
global.olleh.com,302,200
bellring.mobile.olleh.com,302,200
bellring.mobile.kt.com,302,200
namering.mobile.kt.com,302,200
ringtoyou.olleh.com,302,200
searchdev.olleh.com,302,200
m.bellring.mobile.olleh.com,302,200
m.search.olleh.com,302,200
search.olleh.com,302,200
bizring.kt.com,302,200
help.olleh.com,302,200
m.help.olleh.com,302,200
ft.membership.kt.com,302,200
club2.olleh.com,302,200
m.check.kt.com,302,404
club.olleh.com,302,200
check.kt.com,302,99999
vatrefund.kt.com,302,200
ft.membership.olleh.com,302,200
membership.olleh.com,302,200
membership.kt.com,302,200
m.membership.kt.com,302,200
m.membership.olleh.com,302,200
mms.mobile.olleh.com,302,200
mpsc.show.co.kr,302,200
ktfmultif.magicn.co.kr,302,200
msgmgr.show.co.kr,302,200
ft.club.olleh.com,302,200
mms.show.co.kr,302,200
m.mms.olleh.com,302,200
mms.mobile.kt.com,302,200
ktfmultif2.magicn.co.kr,302,200
m.mms.kt.com,302,200
tbcertif.fido.kt.com,302,200
m.club.olleh.com,302,200
post.biz.olleh.com,302,200
m.preorder.olleh.com,302,200
csmobile.biz.olleh.com,302,99999
officestore.biz.olleh.com,302,99999
tv.olleh.com,301,200
Mybiz.kt.com,302,200
m.tv.olleh.com,301,200
ktroaming.com,302,99999
www.ktroaming.com,302,99999
roaming.kt.com,302,200
m.bellring.mobile.kt.com,302,200
ktfmultim.magicn.com,302,200
product.olleh.com,301,200
mobile.olleh.com,301,200
benefit.kt.com,302,200
service.mhubs.kt.com,301,200
pack.kt.com,302,200
coverage.olleh.com,302,200
coverage.kt.com,302,200
omws.megatvdnp.co.kr,302,200
m.tvmobile.olleh.com,302,99999
m.tvmobile.kt.com,302,200
ctx3.kt070.co.kr,302,200
ctx4.kt070.co.kr,302,200
int.api.kt.com,99999,403
inside.xroshot.com,302,200
tbips.olleh.com,302,404
tb.ips.kt.com,302,404
openapi1.xroshot.com,99999,404
ips.olleh.com,302,404
ips.kt.com,302,404
biz.ktcems.com,302,200
biztacs.ktcems.com,302,200
genieblock.kt.co.kr,301,99999
access.megapass.net,302,200
access.olleh.com,302,200
access.qook.kr,302,200
www.gigaeyes.co.kr,302,200
open.gigaeyes.co.kr,302,200
api.gigaeyes.co.kr,302,200
container.cloud.kt.com,301,200
14-63-231-189.ucloudbiz.olleh.com,302,99999
www.ktvsaas.co.kr,302,99999
vcdportal.ucloudbiz.kt.com,302,99999
vcdtenantapp.ucloudbiz.kt.com,301,99999
cms.bom.kt.com,302,200
vmwportal.ucloudbiz.kt.com,302,99999
ktcloud.kt.com,301,200
ucloudbiz.olleh.com,301,200
api.ucloudbiz.olleh.com,301,404
ktjc.ucloudbiz.kt.com,301,200
ktjc.ucloudbiz.olleh.com,301,200
ucloudbiz.kt.com,301,200
pdfbill.kt.com,302,406
hybrid.cloud.kt.com,302,200
ibot.kt.com,301,200
hmg-mobile.kt.com,302,200
ktenterpriselte.olleh.com,302,99999
enterpriselte.olleh.com,302,200
bizcomm.kt.com,302,200
tbtomasweb.kt.com,302,200
tbtomas.kpaymk.io,302,503
tbtomas.kpaymk.to,302,503
m.kidsafe.kt.com,302,200
kidsafe.olleh.com,302,200
m.kidsafe.olleh.com,302,200
gnote.kt.com,302,99999
mposs.kt.com,302,200
ctringo2.kt070.co.kr,302,200
ring.kt070.co.kr,302,200
selfringo.kt.com,302,200
ringo.kt.com,302,200
ktdcb.olleh.com,302,99999
m.isearch.kt.com,302,200
gw.isearch.kt.com,302,200
gw.isearch.olleh.com,302,200
bccard.ollehslp.com,302,200
mam-test.kt.com,302,200
securehub.kt.com,302,200
ktcommerce.ollehslp.com,302,200
kttelecop.ollehslp.com,302,200
ktmns.ollehslp.com,302,200
fmc-korea.ollehslp.com,302,200
fss.ollehslp.com,302,200
group.ollehslp.com,302,200
giga.vrs.kt.com,302,99999
web.vrs.kt.com,302,404
kids.kt.com,302,200
inote.kt.com,302,200
admin.coupon.kt.com,302,99999
admin-dev.coupon.kt.com,302,200
www.inote.kt.com,302,200
clippointadmintb.clipwallet.co.kr,302,404
bizservice.iotmakers.kt.com,302,403
cht.ollehslp.com,302,200
showme.mobile.kt.com,301,200
m.showme.kt.com,301,200
mmcisskun.show.co.kr,302,200
dlshowme.show.co.kr,301,99999
showme.show.co.kr,302,200
cai.cp.kt.com,302,200
adplatform.kt.com,302,200
wifiutm.gigasecure.kt.com,302,200
mollehtter.kt.com,302,200
minsa.kt.com,302,200
g.mkate.kt.com,302,200
gdev.mkate.kt.com,302,200
spamfilter.mobile.kt.com,302,200
m.spam.kt.com,302,200
apismartfarm.kt.co.kr,301,401
oauthsmartfarm.kt.co.kr,301,401
ktmeg.kt.com,302,200
ktmegtoc.kt.com,302,200
tb.ktmeg.kt.com,302,200
welfare.gigasecure.kt.com,302,200
tb.ktmegapi.kt.com,302,99999
tb.ktmegtoc.kt.com,302,99999
tb.gigaenergy.kt.com,302,99999
pcsecurity-ap.olleh.com,302,200
pcsecurity-fs.olleh.com,302,200
pcsecurity.olleh.com,302,200
pcsecurity2.kt.com,302,200
pcsecurity.kt.com,302,200
pcsecurity-ap.kt.com,302,200
pcsecurity-fs.kt.com,302,200
teamdrive.kt.co.kr,302,200
teamoffice.kt.co.kr,302,403
core.tbcp.kt.com,302,200
core.cp.kt.com,302,200
vpnpartner.kt.com,301,200
partner.kt.co.kr,302,200
pms.cp.kt.com,302,200
m.seezntv.com,301,200
seezntv.com,301,200
familybox-dev.kt.com,302,200
familybox-dev.olleh.com,302,200
adminshowme.cms.olleh.com,301,99999
bizshowme.cms.olleh.com,301,99999
appgw.olleh.com,301,200
smart.ktsode.com,302,200
m.bizmate.kt.com,302,200
test.ccaro2o.kt.co.kr,301,403
m.devbizmate.kt.com,302,200
mkbn.kt.com,302,200
mrms.kt.com,302,200
enterprise.kt.com,302,200
adinf.adat.co.kr,302,200
mweb.adat.co.kr,302,200
test.adat.co.kr,302,200
inf.adat.co.kr,302,200
otninf.allad.kt.com,302,200
support.kt.com,302,200
tbengineer.chargingmate.com,302,99999
appapi.chargingmate.com,302,403
saasapi.chargingmate.com,302,99999
tbweb.chargingmate.com,302,99999
tbappapi.chargingmate.com,302,99999
tbsaasapi.chargingmate.com,302,99999
onm.eagledr.kt.co.kr,302,200
livead.adat.co.kr,302,200
test.livead.adat.co.kr,302,200
clean.megapass.net,404,200
uansimnoti.com,302,200
smartoss.kt.co.kr,302,200
app.ollehguard.olleh.com,302,99999
ktlifeplan.com,302,200
www.ktlifeplan.com,302,200
ktguard.kt.com,302,200
ollehguard.olleh.com,302,200
ollehguardadm.show.co.kr,302,200
m-fm.neoss.kt.com,302,200
ktnow.kt.co.kr,302,200
mnow.kt.co.kr,302,200
bigsight.kt.com,302,200
ktimms.co.kr,302,99999
membership.biz.olleh.com,302,200
m.membership.biz.olleh.com,302,200
gigasafe.kt.com,302,401
spaceapidev.ktds.co.kr,302,200
worksapp.ktds.co.kr,302,403
office.ktds.co.kr,302,200
drive.ktds.co.kr,302,200
drivedev.ktds.co.kr,302,200
tbsaas.chargingmate.com,302,99999
ezlifecare.bizmeka.com,302,99999
ezwebfax.bizmeka.com,302,200
test-ses.ktvsaas.co.kr,302,403
test-gwec.ktvsaas.co.kr,302,403
groupmail.kt.co.kr,302,200
wiki.chelsea.kt.co.kr,302,200
scm.chelsea.kt.co.kr,302,200
codereview.chelsea.kt.co.kr,302,200
issue.chelsea.kt.co.kr,302,200
adm.healthcare.kt.co.kr,302,99999
edm.ktgoodpay.com,301,99999
m.dev.groupmail.kt.co.kr,302,200
i115.olleh.com,302,99999
nqi.kt.com,301,99999
adsales.i-frame.co.kr,302,200
ktgc.kt.co.kr,302,200
cms.i-frame.co.kr,302,200
ktgem.kt.co.kr,302,200
phishingnet.kt.co.kr,302,404
aicodingblock.kt.co.kr,301,99999
addrtv.adat.co.kr,302,500
ip-pbx.kt.com,302,200
jalnagage.kt.co.kr,301,200
sasbo.tv.olleh.com,302,403
iotsupport.kt.com,302,200
portal.gigaoffice.olleh.com,301,99999
gigaoffice.olleh.com,301,99999
food.biz.olleh.com,301,200
gigaoffice.kt.com,302,200
m-ov.neoss.kt.com,302,200
web.newrc.kt.com,302,99999
api.ontactedu.co.kr,301,404
mwing.kt.com,302,404
csp.ktcdn.com,302,200
adp.ktcdn.com,302,403
csp30.ktcdn.com,302,200
demovdi.ucloudbiz.olleh.com,302,200
public.pcms.kt.com,302,200
enterpriseenrollment.bizmeka.com,303,99999
mam.bizmeka.com,302,200
mrtg.ktcdn.com,302,99999
autodiscover.kt.com,301,200
admin.bizmobile.kt.com,302,99999
ktconpay.com,301,200
dev.tb.ktconpay.com,301,200
aca.ontactedu.co.kr,301,200
ele-bo.ontactedu.co.kr,301,200
daesung.ontactedu.co.kr,301,200
jira.dspace.kt.co.kr,301,99999
ktds.ktvdi.co.kr,302,200
gitlab.dspace.kt.co.kr,301,99999
test-vod.ktvsaas.co.kr,302,403
test.myoffice.kt.com,301,99999
test-open.ktvsaas.co.kr,302,403
test-dnd.ktvsaas.co.kr,302,403
test-api.ktvsaas.co.kr,302,404
test-rapi.ktvsaas.co.kr,302,99999
test-www.ktvsaas.co.kr,302,99999
jenkins.dspace.kt.co.kr,301,99999
outlook.kt.com,301,200
GiGA.Connect.kt.com,302,200
biz.robotmakers.kt.co.kr,301,200
ds-eventclass.ontactedu.co.kr,301,200
adminbaroad.kt.co.kr,307,99999
m.allinbiz.kt.co.kr,302,200
mentorad.ontactedu.co.kr,200,99999
kt.ktvdi.co.kr,302,200
ca.kt-aicc.com,301,200
dev.bizcollabo.cloud.kt.com,99999,200
